11:28:35 - 来自: main.py:1741 - <module>                        | 调用函数            | __main__.__init__                        | 参数: {'self': '<__main__.MaYun object at 0x000001B953EF9040>'}
11:29:30 -                 来自: main.py:397 - find_played_cards                | 函数返回            | __main__.cards_info                      | 返回值: 
11:29:30 -             来自: main.py:1074 - game_start                      | 函数返回            | __main__.find_played_cards               | 返回值: 
11:29:30 - 来自: main.py:1743 - <module>                        | 调用函数            | __main__.bid_display                     | 参数: {'self': '<__main__.MaYun object at 0x000001B953EF9040>', 'result': '当前得分：0.238'}
11:29:30 - 来自: main.py:1743 - <module>                        | 函数返回            | __main__.bid_display                     | 返回值: None
11:29:30 - 来自: main.py:1743 - <module>                        | 调用函数            | __main__.pre_cards_display               | 参数: {'self': '<__main__.MaYun object at 0x000001B953EF9040>', 'result': 'pass'}
11:29:30 - 来自: main.py:1743 - <module>                        | 函数返回            | __main__.pre_cards_display               | 返回值: None
11:29:30 - 来自: main.py:1743 - <module>                        | 调用函数            | __main__.winrate_display                 | 参数: {'self': '<__main__.MaYun object at 0x000001B953EF9040>', 'result': 'Pass = 0.238 | 4444 = -0.201'}
11:29:30 - 来自: main.py:1743 - <module>                        | 函数返回            | __main__.winrate_display                 | 返回值: None
11:29:32 -             来自: main.py:1309 - game_start                      | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>'}
11:29:32 -                 来自: main.py:656 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
11:29:32 -                 来自: main.py:656 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:32 -                 来自: main.py:659 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
11:29:32 -                 来自: main.py:659 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:32 -                 来自: main.py:662 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
11:29:32 -                 来自: main.py:662 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:32 -                 来自: main.py:665 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
11:29:32 -                 来自: main.py:665 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:32 -                 来自: main.py:668 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
11:29:32 -                 来自: main.py:668 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:32 -                 来自: main.py:671 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
11:29:32 -                 来自: main.py:671 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:32 -                 来自: main.py:674 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
11:29:32 -                 来自: main.py:674 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:32 -                 来自: main.py:677 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
11:29:32 -                 来自: main.py:677 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:32 -                 来自: main.py:680 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
11:29:32 -                 来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:32 -                 来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
11:29:32 -                 来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:32 -             来自: main.py:1309 - game_start                      | 函数返回            | __main__.detect_start_btn                | 返回值: None
11:29:32 -             来自: main.py:1311 - game_start                      | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>'}
11:29:32 -                 来自: main.py:656 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
11:29:32 -                 来自: main.py:656 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:32 -                 来自: main.py:659 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
11:29:32 -                 来自: main.py:659 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:32 -                 来自: main.py:662 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
11:29:33 -                 来自: main.py:662 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:33 -                 来自: main.py:665 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
11:29:33 -                 来自: main.py:665 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:33 -                 来自: main.py:668 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
11:29:33 -                 来自: main.py:668 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:33 -                 来自: main.py:671 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
11:29:33 -                 来自: main.py:671 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:33 -                 来自: main.py:674 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
11:29:33 -                 来自: main.py:674 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:33 -                 来自: main.py:677 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
11:29:33 -                 来自: main.py:677 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:33 -                 来自: main.py:680 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
11:29:33 -                 来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:33 -                 来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
11:29:33 -                 来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:33 -             来自: main.py:1311 - game_start                      | 函数返回            | __main__.detect_start_btn                | 返回值: None
11:29:33 - 来自: main.py:1743 - <module>                        | 调用函数            | __main__.right_cards_display             | 参数: {'self': '<__main__.MaYun object at 0x000001B953EF9040>', 'result': '776655-'}
11:29:33 - 来自: main.py:1743 - <module>                        | 函数返回            | __main__.right_cards_display             | 返回值: None
11:29:33 -             来自: main.py:1321 - game_start                      | 调用函数            | __main__.find_other_cards                | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'pos': '(629, 247, 411, 78)'}
11:29:33 -                 来自: main.py:390 - find_other_cards                 | 调用函数            | __main__.cards_info                      | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'img': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'pos': '(629, 247, 411, 78)', 'mark': 'o', 'confidence': '0.8'}
11:29:33 -                 来自: main.py:390 - find_other_cards                 | 函数返回            | __main__.cards_info                      | 返回值: 
11:29:33 -             来自: main.py:1321 - game_start                      | 函数返回            | __main__.find_other_cards                | 返回值: 
11:29:33 -             来自: main.py:1335 - game_start                      | 调用函数            | __main__.waitUntilNoAnimation            | 参数: {'ms': '0.1'}
11:29:33 -                 来自: main.py:167 - waitUntilNoAnimation             | 调用函数            | __main__.haveAnimation                   | 参数: {'waitTime': '0.1'}
11:29:33 -                 来自: main.py:167 - waitUntilNoAnimation             | 函数异常            | __main__.haveAnimation                   | 异常类型: ValueError | 异常信息: Coordinate 'right' is less than 'left' | 堆栈跟踪: Traceback (most recent call last):
  File "c:\Users\User\Desktop\douzero项目汇总\测试用\5.8源码cursor版\log_utils.py", line 128, in wrapper
    result = func(*args, **kwargs)
  File "c:/Users/User/Desktop/douzero项目汇总/测试用/5.8源码cursor版/main.py", line 155, in haveAnimation
    if compareImage(img.crop(region), lastImg.crop(region)):
  File "C:\Users\User\AppData\Local\Programs\Python\Python38\lib\site-packages\PIL\Image.py", line 1296, in crop
    raise ValueError(msg)
ValueError: Coordinate 'right' is less than 'left'

11:29:33 -             来自: main.py:1335 - game_start                      | 函数返回            | __main__.waitUntilNoAnimation            | 返回值: False
11:29:33 -             来自: main.py:1342 - game_start                      | 调用函数            | __main__.find_other_cards                | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'pos': '(629, 247, 411, 78)'}
11:29:33 -                 来自: main.py:390 - find_other_cards                 | 调用函数            | __main__.cards_info                      | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'img': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'pos': '(629, 247, 411, 78)', 'mark': 'o', 'confidence': '0.8'}
11:29:33 -                 来自: main.py:390 - find_other_cards                 | 函数返回            | __main__.cards_info                      | 返回值: 
11:29:33 -             来自: main.py:1342 - game_start                      | 函数返回            | __main__.find_other_cards                | 返回值: 
11:29:33 -             来自: main.py:1344 - game_start                      | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>'}
11:29:33 -                 来自: main.py:656 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
11:29:34 -                 来自: main.py:656 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:34 -                 来自: main.py:659 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
11:29:34 -                 来自: main.py:659 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:34 -                 来自: main.py:662 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
11:29:34 -                 来自: main.py:662 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:34 -                 来自: main.py:665 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
11:29:34 -                 来自: main.py:665 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:34 -                 来自: main.py:668 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
11:29:34 -                 来自: main.py:668 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:34 -                 来自: main.py:671 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
11:29:34 -                 来自: main.py:671 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:34 -                 来自: main.py:674 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
11:29:34 -                 来自: main.py:674 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:34 -                 来自: main.py:677 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
11:29:34 -                 来自: main.py:677 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:34 -                 来自: main.py:680 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
11:29:34 -                 来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:34 -                 来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
11:29:34 -                 来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:34 -             来自: main.py:1344 - game_start                      | 函数返回            | __main__.detect_start_btn                | 返回值: None
11:29:34 -             来自: main.py:1335 - game_start                      | 调用函数            | __main__.waitUntilNoAnimation            | 参数: {'ms': '0.1'}
11:29:34 -                 来自: main.py:167 - waitUntilNoAnimation             | 调用函数            | __main__.haveAnimation                   | 参数: {'waitTime': '0.1'}
11:29:34 -                 来自: main.py:167 - waitUntilNoAnimation             | 函数异常            | __main__.haveAnimation                   | 异常类型: ValueError | 异常信息: Coordinate 'right' is less than 'left' | 堆栈跟踪: Traceback (most recent call last):
  File "c:\Users\User\Desktop\douzero项目汇总\测试用\5.8源码cursor版\log_utils.py", line 128, in wrapper
    result = func(*args, **kwargs)
  File "c:/Users/User/Desktop/douzero项目汇总/测试用/5.8源码cursor版/main.py", line 155, in haveAnimation
    if compareImage(img.crop(region), lastImg.crop(region)):
  File "C:\Users\User\AppData\Local\Programs\Python\Python38\lib\site-packages\PIL\Image.py", line 1296, in crop
    raise ValueError(msg)
ValueError: Coordinate 'right' is less than 'left'

11:29:34 -             来自: main.py:1335 - game_start                      | 函数返回            | __main__.waitUntilNoAnimation            | 返回值: False
11:29:34 -             来自: main.py:1342 - game_start                      | 调用函数            | __main__.find_other_cards                | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'pos': '(629, 247, 411, 78)'}
11:29:34 -                 来自: main.py:390 - find_other_cards                 | 调用函数            | __main__.cards_info                      | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'img': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'pos': '(629, 247, 411, 78)', 'mark': 'o', 'confidence': '0.8'}
11:29:34 -                     来自: main.py:329 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(222, 16, 411, 78), (248, 16, 411, 78), (249, 16, 411, 78), (275, 16, 411, 78), (222, 17, 411, 78), (248, 17, 411, 78), (249, 17, 411, 78), (275, 17, 411, 78)]', 'distance': '25'}
11:29:34 -                     来自: main.py:329 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(222, 16, 411, 78), (248, 16, 411, 78), (275, 16, 411, 78)])
11:29:34 -                     来自: main.py:329 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(302, 13, 411, 78), (303, 13, 411, 78), (329, 13, 411, 78), (330, 13, 411, 78), (302, 14, 411, 78), (303, 14, 411, 78), (329, 14, 411, 78), (330, 14, 411, 78)]', 'distance': '25'}
11:29:34 -                     来自: main.py:329 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(302, 13, 411, 78), (329, 13, 411, 78)])
11:29:34 -                 来自: main.py:390 - find_other_cards                 | 函数返回            | __main__.cards_info                      | 返回值: QQQ33
11:29:34 -             来自: main.py:1342 - game_start                      | 函数返回            | __main__.find_other_cards                | 返回值: QQQ33
11:29:34 -             来自: main.py:1344 - game_start                      | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>'}
11:29:34 -                 来自: main.py:656 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
11:29:34 -                 来自: main.py:656 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:34 -                 来自: main.py:659 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
11:29:34 -                 来自: main.py:659 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:34 -                 来自: main.py:662 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
11:29:35 -                 来自: main.py:662 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:35 -                 来自: main.py:665 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
11:29:35 -                 来自: main.py:665 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:35 -                 来自: main.py:668 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
11:29:35 -                 来自: main.py:668 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:35 -                 来自: main.py:671 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
11:29:35 -                 来自: main.py:671 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:35 -                 来自: main.py:674 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
11:29:35 -                 来自: main.py:674 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:35 -                 来自: main.py:677 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
11:29:35 -                 来自: main.py:677 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:35 -                 来自: main.py:680 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
11:29:35 -                 来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:35 -                 来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
11:29:35 -                 来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:29:35 -             来自: main.py:1344 - game_start                      | 函数返回            | __main__.detect_start_btn                | 返回值: None
11:29:35 -             来自: main.py:1354 - game_start                      | 调用函数            | __main__.find_other_cards                | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'pos': '(629, 247, 411, 78)'}
11:29:35 -                 来自: main.py:390 - find_other_cards                 | 调用函数            | __main__.cards_info                      | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'img': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'pos': '(629, 247, 411, 78)', 'mark': 'o', 'confidence': '0.8'}
11:29:35 -                     来自: main.py:329 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(248, 25, 411, 78), (275, 25, 411, 78), (221, 26, 411, 78), (222, 26, 411, 78), (248, 26, 411, 78), (249, 26, 411, 78), (275, 26, 411, 78), (248, 27, 411, 78), (249, 27, 411, 78), (275, 27, 411, 78)]', 'distance': '25'}
11:29:35 -                     来自: main.py:329 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(248, 25, 411, 78), (275, 25, 411, 78), (221, 26, 411, 78)])
11:29:35 -                     来自: main.py:329 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(302, 23, 411, 78), (303, 23, 411, 78), (329, 23, 411, 78), (330, 23, 411, 78), (302, 24, 411, 78), (303, 24, 411, 78), (329, 24, 411, 78), (330, 24, 411, 78)]', 'distance': '25'}
11:29:35 -                     来自: main.py:329 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(302, 23, 411, 78), (329, 23, 411, 78)])
11:29:35 -                 来自: main.py:390 - find_other_cards                 | 函数返回            | __main__.cards_info                      | 返回值: QQQ33
11:29:35 -             来自: main.py:1354 - game_start                      | 函数返回            | __main__.find_other_cards                | 返回值: QQQ33
11:29:35 -             来自: main.py:1358 - game_start                      | 调用函数            | __main__.find_other_cards                | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'pos': '(629, 247, 411, 78)'}
11:29:35 -                 来自: main.py:390 - find_other_cards                 | 调用函数            | __main__.cards_info                      | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'img': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'pos': '(629, 247, 411, 78)', 'mark': 'o', 'confidence': '0.8'}
11:29:35 -                     来自: main.py:329 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(248, 25, 411, 78), (275, 25, 411, 78), (221, 26, 411, 78), (222, 26, 411, 78), (248, 26, 411, 78), (249, 26, 411, 78), (275, 26, 411, 78), (248, 27, 411, 78), (249, 27, 411, 78), (275, 27, 411, 78)]', 'distance': '25'}
11:29:35 -                     来自: main.py:329 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(248, 25, 411, 78), (275, 25, 411, 78), (221, 26, 411, 78)])
11:29:35 -                     来自: main.py:329 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(302, 23, 411, 78), (303, 23, 411, 78), (329, 23, 411, 78), (330, 23, 411, 78), (302, 24, 411, 78), (303, 24, 411, 78), (329, 24, 411, 78), (330, 24, 411, 78)]', 'distance': '25'}
11:29:35 -                     来自: main.py:329 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(302, 23, 411, 78), (329, 23, 411, 78)])
11:29:35 -                 来自: main.py:390 - find_other_cards                 | 函数返回            | __main__.cards_info                      | 返回值: QQQ33
11:29:35 -             来自: main.py:1358 - game_start                      | 函数返回            | __main__.find_other_cards                | 返回值: QQQ33
11:29:35 - 来自: main.py:1743 - <module>                        | 调用函数            | __main__.right_cards_display             | 参数: {'self': '<__main__.MaYun object at 0x000001B953EF9040>', 'result': 'QQQ33-776655-'}
11:29:35 - 来自: main.py:1743 - <module>                        | 函数返回            | __main__.right_cards_display             | 返回值: None
11:29:35 - 来自: main.py:1743 - <module>                        | 调用函数            | __main__.cards_recorder                  | 参数: {'self': '<__main__.MaYun object at 0x000001B953EF9040>', 'result': 'DX222AAAAKQJJTTT9988887653'}
11:29:35 - 来自: main.py:1743 - <module>                        | 函数返回            | __main__.cards_recorder                  | 返回值: None
11:29:35 - 来自: main.py:1743 - <module>                        | 调用函数            | __main__.left_cards_display              | 参数: {'self': '<__main__.MaYun object at 0x000001B953EF9040>', 'result': ''}
11:29:35 - 来自: main.py:1743 - <module>                        | 函数返回            | __main__.left_cards_display              | 返回值: None
11:29:35 -             来自: main.py:1424 - game_start                      | 调用函数            | __main__.find_other_cards                | 参数: {'self': '<__main__.Worker object at 0x000001B9558D45E0>', 'pos': '(211, 239, 390, 84)'}
