19:05:52 - 来自: main.py:1762 - <module>                        | 调用函数            | __main__.__init__                        | 参数: {'self': '<__main__.MaYun object at 0x00000259973C3EE0>'}
19:06:06 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(563, 28, 1121, 82), (562, 29, 1121, 82), (563, 29, 1121, 82), (564, 29, 1121, 82), (562, 30, 1121, 82), (563, 30, 1121, 82), (564, 30, 1121, 82), (562, 31, 1121, 82), (563, 31, 1121, 82), (564, 31, 1121, 82), (563, 32, 1121, 82)]', 'distance': '25'}
19:06:06 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(563, 28, 1121, 82)])
19:06:06 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(613, 31, 1121, 82), (614, 31, 1121, 82)]', 'distance': '25'}
19:06:06 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(613, 31, 1121, 82)])
19:06:06 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(664, 29, 1121, 82), (665, 29, 1121, 82), (664, 30, 1121, 82), (665, 30, 1121, 82), (666, 30, 1121, 82), (715, 30, 1121, 82), (663, 31, 1121, 82), (664, 31, 1121, 82), (665, 31, 1121, 82), (666, 31, 1121, 82), (714, 31, 1121, 82), (715, 31, 1121, 82), (663, 32, 1121, 82), (664, 32, 1121, 82), (665, 32, 1121, 82), (715, 32, 1121, 82), (663, 33, 1121, 82), (664, 33, 1121, 82)]', 'distance': '25'}
19:06:06 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(664, 29, 1121, 82), (715, 30, 1121, 82)])
19:06:06 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(764, 29, 1121, 82), (765, 29, 1121, 82), (766, 29, 1121, 82), (816, 29, 1121, 82), (764, 30, 1121, 82), (765, 30, 1121, 82), (766, 30, 1121, 82), (815, 30, 1121, 82), (816, 30, 1121, 82), (765, 31, 1121, 82), (766, 31, 1121, 82), (816, 31, 1121, 82)]', 'distance': '25'}
19:06:06 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(764, 29, 1121, 82), (816, 29, 1121, 82)])
19:06:07 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(866, 29, 1121, 82), (867, 29, 1121, 82), (868, 29, 1121, 82)]', 'distance': '25'}
19:06:07 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(866, 29, 1121, 82)])
19:06:07 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(916, 31, 1121, 82), (917, 31, 1121, 82)]', 'distance': '25'}
19:06:07 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(916, 31, 1121, 82)])
19:06:07 -         来自: main.py:724 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: X222AAKKJ8776653
19:06:07 -         来自: main.py:677 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
19:06:07 -         来自: main.py:677 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:07 -         来自: main.py:680 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
19:06:07 -         来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:07 -         来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
19:06:07 -         来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:07 -         来自: main.py:686 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
19:06:07 -         来自: main.py:686 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:07 -         来自: main.py:689 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
19:06:07 -         来自: main.py:689 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:07 -         来自: main.py:692 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
19:06:07 -         来自: main.py:692 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:07 -         来自: main.py:695 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
19:06:07 -         来自: main.py:695 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:07 -         来自: main.py:698 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
19:06:07 -         来自: main.py:698 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:07 -         来自: main.py:701 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
19:06:07 -         来自: main.py:701 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:07 -         来自: main.py:704 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
19:06:07 -         来自: main.py:704 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:07 -         来自: main.py:724 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x0000025998DA84C0>'}
19:06:08 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(104, 25, 1121, 82), (103, 26, 1121, 82), (104, 26, 1121, 82), (105, 26, 1121, 82), (155, 26, 1121, 82), (103, 27, 1121, 82), (104, 27, 1121, 82), (105, 27, 1121, 82), (154, 27, 1121, 82), (155, 27, 1121, 82), (103, 28, 1121, 82), (104, 28, 1121, 82), (105, 28, 1121, 82), (155, 28, 1121, 82)]', 'distance': '25'}
19:06:08 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(104, 25, 1121, 82), (155, 26, 1121, 82)])
19:06:08 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(107, 27, 1121, 82), (157, 27, 1121, 82), (158, 27, 1121, 82), (106, 28, 1121, 82), (107, 28, 1121, 82), (157, 28, 1121, 82), (158, 28, 1121, 82), (107, 29, 1121, 82), (157, 29, 1121, 82), (158, 29, 1121, 82)]', 'distance': '25'}
19:06:08 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(107, 27, 1121, 82), (157, 27, 1121, 82)])
19:06:08 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(311, 29, 1121, 82), (208, 30, 1121, 82), (209, 30, 1121, 82), (210, 30, 1121, 82), (260, 30, 1121, 82), (310, 30, 1121, 82), (311, 30, 1121, 82), (312, 30, 1121, 82), (208, 31, 1121, 82), (209, 31, 1121, 82), (210, 31, 1121, 82), (259, 31, 1121, 82), (260, 31, 1121, 82), (309, 31, 1121, 82), (310, 31, 1121, 82), (311, 31, 1121, 82), (312, 31, 1121, 82), (208, 32, 1121, 82), (209, 32, 1121, 82), (210, 32, 1121, 82), (309, 32, 1121, 82), (310, 32, 1121, 82), (311, 32, 1121, 82)]', 'distance': '25'}
19:06:08 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(311, 29, 1121, 82), (208, 30, 1121, 82), (260, 30, 1121, 82)])
19:06:08 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(360, 27, 1121, 82), (361, 27, 1121, 82), (360, 28, 1121, 82), (361, 28, 1121, 82), (359, 29, 1121, 82), (360, 29, 1121, 82), (361, 29, 1121, 82), (411, 29, 1121, 82), (359, 30, 1121, 82), (360, 30, 1121, 82), (361, 30, 1121, 82), (410, 30, 1121, 82), (411, 30, 1121, 82), (359, 31, 1121, 82), (360, 31, 1121, 82), (361, 31, 1121, 82), (411, 31, 1121, 82), (360, 32, 1121, 82), (361, 32, 1121, 82)]', 'distance': '25'}
19:06:08 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(360, 27, 1121, 82), (411, 29, 1121, 82)])
19:06:08 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(512, 28, 1121, 82), (462, 29, 1121, 82), (512, 29, 1121, 82), (513, 29, 1121, 82), (461, 30, 1121, 82), (462, 30, 1121, 82), (511, 30, 1121, 82), (512, 30, 1121, 82), (513, 30, 1121, 82)]', 'distance': '25'}
19:06:08 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(512, 28, 1121, 82), (462, 29, 1121, 82)])
19:06:08 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(563, 28, 1121, 82), (562, 29, 1121, 82), (563, 29, 1121, 82), (564, 29, 1121, 82), (562, 30, 1121, 82), (563, 30, 1121, 82), (564, 30, 1121, 82), (562, 31, 1121, 82), (563, 31, 1121, 82), (564, 31, 1121, 82), (563, 32, 1121, 82)]', 'distance': '25'}
19:06:08 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(563, 28, 1121, 82)])
19:06:08 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(613, 31, 1121, 82), (614, 31, 1121, 82)]', 'distance': '25'}
19:06:08 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(613, 31, 1121, 82)])
19:06:08 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(664, 29, 1121, 82), (665, 29, 1121, 82), (664, 30, 1121, 82), (665, 30, 1121, 82), (666, 30, 1121, 82), (715, 30, 1121, 82), (663, 31, 1121, 82), (664, 31, 1121, 82), (665, 31, 1121, 82), (666, 31, 1121, 82), (714, 31, 1121, 82), (715, 31, 1121, 82), (663, 32, 1121, 82), (664, 32, 1121, 82), (665, 32, 1121, 82), (715, 32, 1121, 82), (663, 33, 1121, 82), (664, 33, 1121, 82)]', 'distance': '25'}
19:06:08 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(664, 29, 1121, 82), (715, 30, 1121, 82)])
19:06:08 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(764, 29, 1121, 82), (765, 29, 1121, 82), (766, 29, 1121, 82), (816, 29, 1121, 82), (764, 30, 1121, 82), (765, 30, 1121, 82), (766, 30, 1121, 82), (815, 30, 1121, 82), (816, 30, 1121, 82), (765, 31, 1121, 82), (766, 31, 1121, 82), (816, 31, 1121, 82)]', 'distance': '25'}
19:06:08 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(764, 29, 1121, 82), (816, 29, 1121, 82)])
19:06:08 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(866, 29, 1121, 82), (867, 29, 1121, 82), (868, 29, 1121, 82)]', 'distance': '25'}
19:06:08 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(866, 29, 1121, 82)])
19:06:08 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(916, 31, 1121, 82), (917, 31, 1121, 82)]', 'distance': '25'}
19:06:08 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(916, 31, 1121, 82)])
19:06:08 -         来自: main.py:724 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: X222AAKKJ8776653
19:06:08 -         来自: main.py:677 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
19:06:08 -         来自: main.py:677 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:08 -         来自: main.py:680 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
19:06:08 -         来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:08 -         来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
19:06:08 -         来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:08 -         来自: main.py:686 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
19:06:08 -         来自: main.py:686 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:08 -         来自: main.py:689 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
19:06:08 -         来自: main.py:689 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:08 -         来自: main.py:692 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
19:06:08 -         来自: main.py:692 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:08 -         来自: main.py:695 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
19:06:09 -         来自: main.py:695 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:09 -         来自: main.py:698 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
19:06:09 -         来自: main.py:698 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:09 -         来自: main.py:701 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
19:06:09 -         来自: main.py:701 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:09 -         来自: main.py:704 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
19:06:09 -         来自: main.py:704 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:09 -         来自: main.py:724 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x0000025998DA84C0>'}
19:06:09 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(104, 25, 1121, 82), (103, 26, 1121, 82), (104, 26, 1121, 82), (105, 26, 1121, 82), (155, 26, 1121, 82), (103, 27, 1121, 82), (104, 27, 1121, 82), (105, 27, 1121, 82), (154, 27, 1121, 82), (155, 27, 1121, 82), (103, 28, 1121, 82), (104, 28, 1121, 82), (105, 28, 1121, 82), (155, 28, 1121, 82)]', 'distance': '25'}
19:06:09 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(104, 25, 1121, 82), (155, 26, 1121, 82)])
19:06:09 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(107, 27, 1121, 82), (157, 27, 1121, 82), (158, 27, 1121, 82), (106, 28, 1121, 82), (107, 28, 1121, 82), (157, 28, 1121, 82), (158, 28, 1121, 82), (107, 29, 1121, 82), (157, 29, 1121, 82), (158, 29, 1121, 82)]', 'distance': '25'}
19:06:09 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(107, 27, 1121, 82), (157, 27, 1121, 82)])
19:06:09 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(311, 29, 1121, 82), (208, 30, 1121, 82), (209, 30, 1121, 82), (210, 30, 1121, 82), (260, 30, 1121, 82), (310, 30, 1121, 82), (311, 30, 1121, 82), (312, 30, 1121, 82), (208, 31, 1121, 82), (209, 31, 1121, 82), (210, 31, 1121, 82), (259, 31, 1121, 82), (260, 31, 1121, 82), (309, 31, 1121, 82), (310, 31, 1121, 82), (311, 31, 1121, 82), (312, 31, 1121, 82), (208, 32, 1121, 82), (209, 32, 1121, 82), (210, 32, 1121, 82), (309, 32, 1121, 82), (310, 32, 1121, 82), (311, 32, 1121, 82)]', 'distance': '25'}
19:06:09 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(311, 29, 1121, 82), (208, 30, 1121, 82), (260, 30, 1121, 82)])
19:06:09 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(360, 27, 1121, 82), (361, 27, 1121, 82), (360, 28, 1121, 82), (361, 28, 1121, 82), (359, 29, 1121, 82), (360, 29, 1121, 82), (361, 29, 1121, 82), (411, 29, 1121, 82), (359, 30, 1121, 82), (360, 30, 1121, 82), (361, 30, 1121, 82), (410, 30, 1121, 82), (411, 30, 1121, 82), (359, 31, 1121, 82), (360, 31, 1121, 82), (361, 31, 1121, 82), (411, 31, 1121, 82), (360, 32, 1121, 82), (361, 32, 1121, 82)]', 'distance': '25'}
19:06:09 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(360, 27, 1121, 82), (411, 29, 1121, 82)])
19:06:09 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(512, 28, 1121, 82), (462, 29, 1121, 82), (512, 29, 1121, 82), (513, 29, 1121, 82), (461, 30, 1121, 82), (462, 30, 1121, 82), (511, 30, 1121, 82), (512, 30, 1121, 82), (513, 30, 1121, 82)]', 'distance': '25'}
19:06:09 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(512, 28, 1121, 82), (462, 29, 1121, 82)])
19:06:09 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(563, 28, 1121, 82), (562, 29, 1121, 82), (563, 29, 1121, 82), (564, 29, 1121, 82), (562, 30, 1121, 82), (563, 30, 1121, 82), (564, 30, 1121, 82), (562, 31, 1121, 82), (563, 31, 1121, 82), (564, 31, 1121, 82), (563, 32, 1121, 82)]', 'distance': '25'}
19:06:09 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(563, 28, 1121, 82)])
19:06:09 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(613, 31, 1121, 82), (614, 31, 1121, 82)]', 'distance': '25'}
19:06:09 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(613, 31, 1121, 82)])
19:06:09 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(664, 29, 1121, 82), (665, 29, 1121, 82), (664, 30, 1121, 82), (665, 30, 1121, 82), (666, 30, 1121, 82), (715, 30, 1121, 82), (663, 31, 1121, 82), (664, 31, 1121, 82), (665, 31, 1121, 82), (666, 31, 1121, 82), (714, 31, 1121, 82), (715, 31, 1121, 82), (663, 32, 1121, 82), (664, 32, 1121, 82), (665, 32, 1121, 82), (715, 32, 1121, 82), (663, 33, 1121, 82), (664, 33, 1121, 82)]', 'distance': '25'}
19:06:09 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(664, 29, 1121, 82), (715, 30, 1121, 82)])
19:06:09 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(764, 29, 1121, 82), (765, 29, 1121, 82), (766, 29, 1121, 82), (816, 29, 1121, 82), (764, 30, 1121, 82), (765, 30, 1121, 82), (766, 30, 1121, 82), (815, 30, 1121, 82), (816, 30, 1121, 82), (765, 31, 1121, 82), (766, 31, 1121, 82), (816, 31, 1121, 82)]', 'distance': '25'}
19:06:09 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(764, 29, 1121, 82), (816, 29, 1121, 82)])
19:06:09 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(866, 29, 1121, 82), (867, 29, 1121, 82), (868, 29, 1121, 82)]', 'distance': '25'}
19:06:09 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(866, 29, 1121, 82)])
19:06:09 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(916, 31, 1121, 82), (917, 31, 1121, 82)]', 'distance': '25'}
19:06:09 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(916, 31, 1121, 82)])
19:06:09 -         来自: main.py:724 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: X222AAKKJ8776653
19:06:09 -         来自: main.py:677 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
19:06:09 -         来自: main.py:677 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:09 -         来自: main.py:680 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
19:06:09 -         来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:09 -         来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
19:06:10 -         来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:10 -         来自: main.py:686 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
19:06:10 -         来自: main.py:686 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:10 -         来自: main.py:689 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
19:06:10 -         来自: main.py:689 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:10 -         来自: main.py:692 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
19:06:10 -         来自: main.py:692 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:10 -         来自: main.py:695 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
19:06:10 -         来自: main.py:695 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:10 -         来自: main.py:698 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
19:06:10 -         来自: main.py:698 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:10 -         来自: main.py:701 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
19:06:10 -         来自: main.py:701 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:10 -         来自: main.py:704 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
19:06:10 -         来自: main.py:704 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
19:06:10 -         来自: main.py:724 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x0000025998DA84C0>'}
19:06:10 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(104, 25, 1121, 82), (103, 26, 1121, 82), (104, 26, 1121, 82), (105, 26, 1121, 82), (155, 26, 1121, 82), (103, 27, 1121, 82), (104, 27, 1121, 82), (105, 27, 1121, 82), (154, 27, 1121, 82), (155, 27, 1121, 82), (103, 28, 1121, 82), (104, 28, 1121, 82), (105, 28, 1121, 82), (155, 28, 1121, 82)]', 'distance': '25'}
19:06:10 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(104, 25, 1121, 82), (155, 26, 1121, 82)])
19:06:10 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(107, 27, 1121, 82), (157, 27, 1121, 82), (158, 27, 1121, 82), (106, 28, 1121, 82), (107, 28, 1121, 82), (157, 28, 1121, 82), (158, 28, 1121, 82), (107, 29, 1121, 82), (157, 29, 1121, 82), (158, 29, 1121, 82)]', 'distance': '25'}
19:06:10 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(107, 27, 1121, 82), (157, 27, 1121, 82)])
19:06:10 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(311, 29, 1121, 82), (208, 30, 1121, 82), (209, 30, 1121, 82), (210, 30, 1121, 82), (260, 30, 1121, 82), (310, 30, 1121, 82), (311, 30, 1121, 82), (312, 30, 1121, 82), (208, 31, 1121, 82), (209, 31, 1121, 82), (210, 31, 1121, 82), (259, 31, 1121, 82), (260, 31, 1121, 82), (309, 31, 1121, 82), (310, 31, 1121, 82), (311, 31, 1121, 82), (312, 31, 1121, 82), (208, 32, 1121, 82), (209, 32, 1121, 82), (210, 32, 1121, 82), (309, 32, 1121, 82), (310, 32, 1121, 82), (311, 32, 1121, 82)]', 'distance': '25'}
19:06:10 -             来自: main.py:388 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(311, 29, 1121, 82), (208, 30, 1121, 82), (260, 30, 1121, 82)])
19:06:10 -             来自: main.py:388 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(360, 27, 1121, 82), (361, 27, 1121, 82), (360, 28, 1121, 82), (361, 28, 1121, 82), (359, 29, 1121, 82), (360, 29, 1121, 82), (361, 29, 1121, 82), (411, 29, 1121, 82), (359, 30, 1121, 82), (360, 30, 1121, 82), (361, 30, 1121, 82), (410, 30, 1121, 82), (411, 30, 1121, 82), (359, 31, 1121, 82), (360, 31, 1121, 82), (361, 31, 1121, 82), (411, 31, 1121, 82), (360, 32, 1121, 82), (361, 32, 1121, 82)]', 'distance': '25'}
