00:44:49 - 来自: main.py:1732 - <module>                        | 调用函数            | __main__.__init__                        | 参数: {'self': '<__main__.MaYun object at 0x00000245E097CF70>'}
00:45:19 -         来自: main.py:673 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:45:19 -         来自: main.py:751 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x00000245E2362550>'}
00:45:19 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(104, 26, 1121, 82), (104, 27, 1121, 82), (105, 27, 1121, 82), (104, 28, 1121, 82)]', 'distance': '25'}
00:45:19 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(104, 26, 1121, 82)])
00:45:19 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(106, 27, 1121, 82), (107, 27, 1121, 82), (106, 28, 1121, 82), (107, 28, 1121, 82), (108, 28, 1121, 82), (106, 29, 1121, 82), (107, 29, 1121, 82)]', 'distance': '25'}
00:45:19 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(106, 27, 1121, 82)])
00:45:19 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(159, 29, 1121, 82), (158, 30, 1121, 82), (159, 30, 1121, 82), (160, 30, 1121, 82), (157, 31, 1121, 82), (158, 31, 1121, 82), (159, 31, 1121, 82), (160, 31, 1121, 82), (209, 31, 1121, 82), (210, 31, 1121, 82), (157, 32, 1121, 82), (158, 32, 1121, 82), (159, 32, 1121, 82), (209, 32, 1121, 82)]', 'distance': '25'}
00:45:19 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(159, 29, 1121, 82), (209, 31, 1121, 82)])
00:45:19 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(259, 30, 1121, 82), (259, 31, 1121, 82), (259, 32, 1121, 82)]', 'distance': '25'}
00:45:19 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(259, 30, 1121, 82)])
00:45:19 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(311, 30, 1121, 82), (361, 30, 1121, 82), (362, 30, 1121, 82), (310, 31, 1121, 82), (311, 31, 1121, 82), (360, 31, 1121, 82), (361, 31, 1121, 82), (362, 31, 1121, 82), (363, 31, 1121, 82), (311, 32, 1121, 82), (361, 32, 1121, 82), (362, 32, 1121, 82)]', 'distance': '25'}
00:45:19 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(311, 30, 1121, 82), (361, 30, 1121, 82)])
00:45:19 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(411, 30, 1121, 82), (410, 31, 1121, 82), (411, 31, 1121, 82), (461, 31, 1121, 82), (462, 31, 1121, 82), (411, 32, 1121, 82)]', 'distance': '25'}
00:45:19 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(411, 30, 1121, 82), (461, 31, 1121, 82)])
00:45:19 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(513, 29, 1121, 82), (514, 29, 1121, 82), (563, 29, 1121, 82), (564, 29, 1121, 82), (512, 30, 1121, 82), (513, 30, 1121, 82), (514, 30, 1121, 82), (562, 30, 1121, 82), (563, 30, 1121, 82), (564, 30, 1121, 82), (511, 31, 1121, 82), (512, 31, 1121, 82), (513, 31, 1121, 82), (514, 31, 1121, 82), (562, 31, 1121, 82), (563, 31, 1121, 82), (564, 31, 1121, 82), (511, 32, 1121, 82), (512, 32, 1121, 82), (513, 32, 1121, 82), (562, 32, 1121, 82), (563, 32, 1121, 82), (564, 32, 1121, 82), (511, 33, 1121, 82), (512, 33, 1121, 82), (513, 33, 1121, 82), (562, 33, 1121, 82), (563, 33, 1121, 82)]', 'distance': '25'}
00:45:19 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(513, 29, 1121, 82), (563, 29, 1121, 82)])
00:45:19 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(613, 29, 1121, 82), (614, 29, 1121, 82), (664, 29, 1121, 82), (613, 30, 1121, 82), (614, 30, 1121, 82), (615, 30, 1121, 82), (664, 30, 1121, 82), (665, 30, 1121, 82), (613, 31, 1121, 82), (614, 31, 1121, 82), (664, 31, 1121, 82)]', 'distance': '25'}
00:45:19 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(613, 29, 1121, 82), (664, 29, 1121, 82)])
00:45:19 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(715, 29, 1121, 82), (716, 29, 1121, 82)]', 'distance': '25'}
00:45:19 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(715, 29, 1121, 82)])
00:45:19 -             来自: main.py:332 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(815, 30, 1121, 82), (816, 30, 1121, 82), (817, 30, 1121, 82), (916, 30, 1121, 82), (917, 30, 1121, 82), (918, 30, 1121, 82), (765, 31, 1121, 82), (766, 31, 1121, 82), (814, 31, 1121, 82), (815, 31, 1121, 82), (816, 31, 1121, 82), (817, 31, 1121, 82), (866, 31, 1121, 82), (867, 31, 1121, 82), (915, 31, 1121, 82), (916, 31, 1121, 82), (917, 31, 1121, 82), (918, 31, 1121, 82), (815, 32, 1121, 82), (816, 32, 1121, 82), (817, 32, 1121, 82), (916, 32, 1121, 82), (917, 32, 1121, 82), (918, 32, 1121, 82)]', 'distance': '25'}
00:45:19 -             来自: main.py:332 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (4, [(815, 30, 1121, 82), (916, 30, 1121, 82), (765, 31, 1121, 82), (866, 31, 1121, 82)])
00:45:19 -         来自: main.py:751 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: X22T9988776653333
00:45:19 -         来自: main.py:808 - before_start                     | 调用函数            | __main__.find_pic                        | 参数: {'path': 'jiao_btn', 'pos': '(214, 380, 791, 93)', 'click': 'False'}
00:45:19 -         来自: main.py:808 - before_start                     | 函数返回            | __main__.find_pic                        | 返回值: (695, 411)
00:45:20 -     来自: main.py:285 - run                              | 函数返回            | __main__.before_start                    | 返回值: None
00:45:20 - 来自: main.py:1734 - <module>                        | 调用函数            | __main__.suggest1_text                   | 参数: {'self': '<__main__.MaYun object at 0x00000245E097CF70>', 'result': '建议： 不叫'}
00:45:20 -     来自: main.py:287 - run                              | 调用函数            | __main__.init_cards                      | 参数: {'self': '<__main__.Worker object at 0x00000245E2362550>'}
00:45:20 - 来自: main.py:1734 - <module>                        | 函数返回            | __main__.suggest1_text                   | 返回值: None
00:45:20 - 来自: main.py:1734 - <module>                        | 调用函数            | __main__.state_display                   | 参数: {'self': '<__main__.MaYun object at 0x00000245E097CF70>', 'result': '加倍阶段结束'}
00:45:20 -     来自: main.py:287 - run                              | 函数异常            | __main__.init_cards                      | 异常类型: TypeError | 异常信息: object of type 'NoneType' has no len() | 堆栈跟踪: Traceback (most recent call last):
  File "c:\Users\User\Desktop\douzero项目汇总\测试用\5.8源码cursor版\log_utils.py", line 128, in wrapper
    result = func(*args, **kwargs)
  File "c:/Users/User/Desktop/douzero项目汇总/测试用/5.8源码cursor版/main.py", line 931, in init_cards
    while len(self.three_cards_real) != 3:
TypeError: object of type 'NoneType' has no len()

00:45:20 - 来自: main.py:1734 - <module>                        | 函数返回            | __main__.state_display                   | 返回值: None
00:45:20 - 来自: main.py:1734 - <module>                        | 调用函数            | __main__.state_display                   | 参数: {'self': '<__main__.MaYun object at 0x00000245E097CF70>', 'result': '出牌前阶段'}
00:45:20 - 来自: main.py:1734 - <module>                        | 函数返回            | __main__.state_display                   | 返回值: None
00:45:22 -     来自: main.py:285 - run                              | 调用函数            | __main__.before_start                    | 参数: {'self': '<__main__.Worker object at 0x00000245E2362550>'}
00:45:22 -         来自: main.py:693 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x00000245E2362550>'}
00:45:22 -         来自: main.py:693 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: 
00:45:22 -         来自: main.py:646 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
00:45:23 -         来自: main.py:646 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:45:23 -         来自: main.py:649 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
00:45:23 -         来自: main.py:649 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:45:23 -         来自: main.py:652 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
00:45:23 -         来自: main.py:652 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:45:23 -         来自: main.py:655 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
00:45:23 -         来自: main.py:655 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:45:23 -         来自: main.py:658 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
00:45:23 -         来自: main.py:658 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:45:23 -         来自: main.py:661 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
